Rank, name, size
18956, libogg-ocaml-dev, 5
18957, libportaudio-ocaml-dev, 5
18958, libpulse-ocaml-dev, 5
18959, libsamplerate-ocaml-dev, 5
18960, libshine-ocaml-dev, 5
18961, libsoundtouch-ocaml, 5
18962, libsoundtouch-ocaml-dev, 5
18963, libsqlexpr-ocaml, 5
18964, libtaglib-ocaml, 5
18965, libtaglib-ocaml-dev, 5
18966, libtext-ocaml-dev, 5
18967, libtheora-ocaml, 5
18968, libusb-ocaml, 5
18969, libppx-visitors-ocaml-dev, 5
18970, libvoaacenc-ocaml-dev, 5
18971, libocamlbricks-ocaml-dev, 5
18972, libapache2-mod-netcgi-apache, 5
18973, libocamlnet-gtk2-ocaml-dev, 5
18974, libocamlnet-ocaml, 5
18975, libocamlnet-ssl-ocaml, 5
18976, libocamlnet-ssl-ocaml-dev, 5
18977, librss-ocaml-dev, 5
18978, liboce-ocaf-dev, 5
18979, liboce-ocaf-lite11, 5
18980, ocl-icd-opencl-dev, 5
18981, libcurl-ocaml, 5
18982, oddjob-mkhomedir, 5
18983, oinkmaster, 5
18984, libokteta2core2, 5
18985, okular-dev, 5
18986, python-olm, 5
18987, libomnievents2, 5
18988, libcos4-2, 5
18989, omniorb, 5
18990, oneliner-el, 5
18991, libpomp0, 5
18992, open-isns-discoveryd, 5
18993, open-isns-server, 5
18994, libopenafs-dev, 5
18995, openafs-fuse, 5
18996, openafs-modules-source, 5
18997, openbabel-dbg, 5
18998, osmocom-bs11-utils, 5
18999, osmocom-ipaccess-utils, 5
19000, libocct-modeling-data-7.3, 5
19001, opencollada-tools, 5
19002, libopencolorio1v5, 5
19003, libopencryptoki0, 5
19004, libopencsg1, 5
19005, libopencv-core3.2, 5
19006, libopencv-flann3.2, 5
19007, libopencv-imgproc3.2, 5
19008, libopencv-ml3.2, 5
19009, libopendht-dev, 5
19010, libopenems-dev, 5
19011, libopenexr23, 5
19012, libopenfoam, 5
19013, openhpi-clients, 5
19014, openhpi-plugin-dynamic-simulator, 5
19015, openhpi-plugin-ipmi, 5
19016, openhpi-plugin-slave, 5
19017, openhpi-plugin-test-agent, 5
19018, libopenid4java-java, 5
19019, openjdk-11-jdk, 5
19020, ldap-utils, 5
19021, slapd-contrib, 5
19022, openpref, 5
19023, python3-openrazer, 5
19024, libopenscap-perl, 5
19025, libopenscenegraph-dev, 5
19026, libopenscenegraph-3.4-dev, 5
19027, python-openslide-examples, 5
19028, opensp, 5
19029, openstack-deploy, 5
19030, python-openstack.nose-plugin, 5
19031, opensvc, 5
19032, openvpn-auth-radius, 5
19033, openyahtzee, 5
19034, opgpcard, 5
19035, python-optlang, 5
19036, opus-tools, 5
19037, orca-sops, 5
19038, orpie, 5
19039, orthanc-imagej, 5
19040, python3-oslosphinx, 5
19041, osmo-bsc-bs11-utils, 5
19042, osmo-bsc-ipaccess-utils, 5
19043, libosmo-legacy-mgcp0, 5
19044, osmo-bsc-mgcp, 5
19045, osmpbf-bin, 5
19046, osspd, 5
19047, ostree, 5
19048, libotbcommon-6.6-1, 5
19049, libotbextendedfilename-6.6-1, 5
19050, libotbfuzzy-6.6-1, 5
19051, libotbimagemanipulation-6.6-1, 5
19052, libotbmathparser-6.6-1, 5
19053, libotbqtadapters-6.6-1, 5
19054, libotbstatistics-6.6-1, 5
19055, libotbstreaming-6.6-1, 5
19056, libotbtransform-6.6-1, 5
19057, otb-qgis, 5
19058, libow-tcl, 5
19059, owhttpd, 5
19060, oxref, 5
19061, plasma-theme-oxygen, 5
19062, libpa-ounit-camlp4-dev, 5
19063, libpackagekit-glib2-dev, 5
19064, libpackagekitqt5-1, 5
19065, packeth, 5
19066, python-pacparser, 5
19067, pagekite, 5
19068, pagetools, 5
19069, painintheapt, 5
19070, pal, 5
19071, libplb1, 5
19072, libpam-runtime, 5
19073, pam-dbus-notify, 5
19074, libpam-mysql, 5
19075, libpam-u2f, 5
19076, python-pypamtest, 5
19077, pandoc-citeproc-preamble, 5
19078, libghc-pandoc-sidenote-prof, 5
19079, libpango-1.0-0, 5
19080, libpango1.0-0, 5
19081, papi-examples, 5
19082, python3-paramiko, 5
19083, libparlatype-dev, 5
19084, parser3-mysql, 5
19085, libparted2, 5
19086, libpam-passwdqc, 5
19087, password-gorilla, 5
19088, pass, 5
19089, passwordmaker-cli, 5
19090, python3-paste, 5
19091, python3-pastedeploy, 5
19092, python3-pastescript, 5
19093, pbjelly, 5
19094, libpcl-sample-consensus1.9, 5
19095, libpcl-stereo1.9, 5
19096, libpcp-import-perl, 5
19097, libpcp-mmv-perl, 5
19098, libpcp-pmda-perl, 5
19099, libpcp3, 5
19100, libpcre2-dev, 5
19101, pcre2-utils, 5
19102, libpcre3-dev, 5
19103, libifd-cyberjack6, 5
19104, pd-chaos, 5
19105, pd-creb, 5
19106, pd-ekext, 5
19107, pd-fftease, 5
19108, pd-hid, 5
19109, pd-jmmmp, 5
19110, pd-lyonpotpourri, 5
19111, pd-markex, 5
19112, pd-motex, 5
19113, pd-mrpeach-net, 5
19114, pd-osc, 5
19115, pd-pan, 5
19116, pd-pddp, 5
19117, pd-plugin, 5
19118, pd-pmpd, 5
19119, pd-wiimote, 5
19120, libpdal-plugin-faux, 5
19121, pdepend, 5
19122, python-pdfminer, 5
19123, python3-pdfminer, 5
19124, pdfposter, 5
19125, pdns-backend-lua, 5
19126, pdns-backend-odbc, 5
19127, pdns-backend-opendbx, 5
19128, pdns-backend-pgsql, 5
19129, pdns-backend-tinydns, 5
19130, pdns-tools, 5
19131, pegsolitaire, 5
19132, perceptualdiff, 5
19133, perdition-ldap, 5
19134, perl, 5
19135, perlconsole, 5
19136, postgresql-11-snakeoil, 5
19137, pglistener, 5
19138, pgn2web, 5
19139, libpgocaml-ocaml, 5
19140, pgqd, 5
19141, postgresql-11-pgtap, 5
19142, chezdav, 5
19143, libphodav-2.0-0, 5
19144, libphononexperimental4, 5
19145, phonon, 5
19146, phonon4qt5, 5
19147, php-cache-integration-tests, 5
19148, php-embed, 5
19149, php-excimer, 5
19150, php-geoip, 5
19151, php-gnupg, 5
19152, php-horde-cli, 5
19153, php-horde-elasticsearch, 5
19154, php-horde-exception, 5
19155, php-horde-imsp, 5
19156, php-horde-injector, 5
19157, php-horde-memcache, 5
19158, php-horde-spellchecker, 5
19159, php-horde-text-flowed, 5
19160, php-horde-url, 5
19161, php-horde-xml-wbxml, 5
19162, php-illuminate-contracts, 5
19163, php-lua, 5
19164, php-net-publicsuffix, 5
19165, php-uuid, 5
19166, php7.3-bz2, 5
19167, php7.3-curl, 5
19168, php7.3-enchant, 5
19169, php7.3-gmp, 5
19170, php7.3-interbase, 5
19171, php7.3-odbc, 5
19172, php7.3-pgsql, 5
19173, php7.3-pspell, 5
19174, php7.3-recode, 5
19175, php7.3-soap, 5
19176, php7.3-sqlite3, 5
19177, php7.3-sybase, 5
19178, php7.3-tidy, 5
19179, phpab, 5
19180, phpmd, 5
19181, phpunit-comparator, 5
19182, phpunit-dbunit, 5
19183, phpunit-object-enumerator, 5
19184, libpurple-dev, 5
19185, pidgin-dev, 5
19186, pidgin-nateon, 5
19187, pike8.0-core, 5
19188, pike8.0-svg, 5
19189, python-sane-dbg, 5
19190, python3-sane-dbg, 5
19191, pilot-link, 5
19192, pinentry-curses, 5
19193, pinfo, 5
19194, pioneers-metaserver, 5
19195, elpa-pip-requirements, 5
19196, libpipebang-camlp4-dev, 5
19197, gstreamer1.0-pipewire, 5
19198, pipewire, 5
19199, piuparts-common, 5
19200, pius, 5
19201, pkg-kde-tools, 5
19202, pkg-php-tools, 5
19203, plait, 5
19204, plasma-desktop-data, 5
19205, sddm-theme-debian-breeze, 5
19206, playitslowly, 5
19207, libplexus-archiver-java, 5
19208, plink, 5
19209, libploop1, 5
19210, libpmemblk1-debug, 5
19211, libpmemlog1-debug, 5
19212, libpmemobj1-debug, 5
19213, libpmempool1-debug, 5
19214, libpmi1-pmix, 5
19215, libpmi2-pmix, 5
19216, libpmix2, 5
19217, libpnetcdf0d, 5
19218, pngquant, 5
19219, libpocofoundation60, 5
19220, libpolkit-backend-1-0, 5
19221, polyglot, 5
19222, libpoppler-glib-dev, 5
19223, porechop, 5
19224, postfwd, 5
19225, liblwgeom-2.5-0, 5
19226, libecpg-dev, 5
19227, postgresql-server-dev-11, 5
19228, postgresql-server-dev-all, 5
19229, powerman, 5
19230, powermanga, 5
19231, poxml, 5
19232, libppl14, 5
19233, libppx-deriving-ocaml, 5
19234, libppx-deriving-yojson-ocaml-dev, 5
19235, libppx-tools-versioned-ocaml, 5
19236, prads, 5
19237, prayer-accountd, 5
19238, python3-presto, 5
19239, primus-libs, 5
19240, procenv, 5
19241, procinfo, 5
19242, profbval, 5
19243, profisis, 5
19244, python3-profitbricks, 5
19245, profphd-utils, 5
19246, proftmb, 5
19247, proftpd-mod-tar, 5
19248, progress-linux, 5
19249, elpa-projectile, 5
19250, prometheus-blackbox-exporter, 5
19251, prometheus-xmpp-alerts, 5
19252, python-prompt-toolkit, 5
19253, proteinortho, 5
19254, libprotoc17, 5
19255, ruby-google-protobuf, 5
19256, protobuf-c-compiler, 5
19257, prottest, 5
19258, ps-watcher, 5
19259, python3-psautohint, 5
19260, pscan-chip, 5
19261, pscan-tfbs, 5
19262, pslib-dev, 5
19263, python3-psycopg2, 5
19264, python-pudb, 5
19265, pulseaudio-module-lirc, 5
19266, puppet-module-horizon, 5
19267, puppet-module-puppetlabs-mysql, 5
19268, puppet-module-puppetlabs-postgresql, 5
19269, pure-ftpd-common, 5
19270, python-radix, 5
19271, python-ubjson, 5
19272, python-acoustid, 5
19273, python3-pyatspi, 5
19274, pybik, 5
19275, python3-bluez, 5
19276, pybridge-server, 5
19277, python-pybtex, 5
19278, python3-cairo, 5
19279, python-pycares, 5
19280, python3-chm, 5
19281, python3-chm-dbg, 5
19282, python3-pyclipper, 5
19283, python-pycryptodome, 5
19284, python-pycurl-dbg, 5
19285, python3-pycurl-dbg, 5
19286, python-pydicom, 5
19287, python3-pydl, 5
19288, python-pydoctor, 5
19289, pydxcluster, 5
19290, python-ephem, 5
19291, python-pyethash, 5
19292, pyew, 5
19293, python-pyfribidi, 5
19294, python3-gccjit, 5
19295, python3-gccjit-dbg, 5
19296, python3-pygresql, 5
19297, python-gtk2-doc, 5
19298, python3-gtkspellcheck, 5
19299, pyhoca-cli, 5
19300, pykaraoke, 5
19301, pykaraoke-bin, 5
19302, python3-pykwalify, 5
19303, python-pylama, 5
19304, python3-pylama, 5
19305, python3-liblo, 5
19306, python-libssh2, 5
19307, python3-pymad, 5
19308, spf-milter-python, 5
19309, python-pymodbus, 5
19310, python3-pymodbus, 5
19311, python-pymongo, 5
19312, python3-bson-ext, 5
19313, python-pymtp, 5
19314, python3-pyorbital, 5
19315, python3-pypandoc, 5
19316, python3-parted, 5
19317, python-protocols, 5
19318, pypy-tk, 5
19319, pypy3-tk, 5
19320, pyqi, 5
19321, python-pyquery, 5
19322, pyragua, 5
19323, python3-pyramid-jinja2, 5
19324, python-pyrex, 5
19325, pyrite-publisher, 5
19326, pyro-gui, 5
19327, python-pyscard, 5
19328, python-sendfile, 5
19329, python-sha3, 5
19330, python3-smbc, 5
19331, python3-soundfile, 5
19332, python-spf, 5
19333, pysph-viewer, 5
19334, python-pysrt, 5
19335, python-stemmer-dbg, 5
19336, python3-stemmer, 5
19337, python-pytest-expect, 5
19338, python-pytest-httpbin, 5
19339, python3-pytest-mpl, 5
19340, python-pytest-pylint, 5
19341, python3-pytestsalt, 5
19342, python3-pytest-xdist, 5
19343, python3-pytest-xvfb, 5
19344, python-pyth, 5
19345, python-acora, 5
19346, python3-adal, 5
19347, python3-admesh, 5
19348, python-adodb, 5
19349, python3-aiohttp-dbg, 5
19350, python3-airr, 5
19351, python-aptly, 5
19352, python3-aptly, 5
19353, python-automaton, 5
19354, python3-automaton, 5
19355, python-aws-xray-sdk, 5
19356, python-axolotl, 5
19357, python-axolotl-curve25519, 5
19358, python-azure-devtools, 5
19359, python3-azure-storage, 5
19360, python-bashate, 5
19361, python-bibtex, 5
19362, python-bitarray, 5
19363, python3-bleach, 5
19364, python3-bsddb3, 5
19365, python3-caldav, 5
19366, python-can, 5
19367, python-canonicaljson, 5
19368, python-carrot, 5
19369, python-cbor, 5
19370, python-cddb, 5
19371, python-cffi, 5
19372, python3-cffi-backend-dbg, 5
19373, python3-channels-redis, 5
19374, python-cjson, 5
19375, python3-cmarkgfm, 5
19376, python-colormap, 5
19377, python-configglue, 5
19378, python-configshell-fb, 5
19379, python3-confluent-kafka, 5
19380, python3-crcmod, 5
19381, python3-crypto, 5
19382, python-csa, 5
19383, python-csb, 5
19384, python3-cutadapt, 5
19385, python3-cytoolz, 5
19386, python3-dbusmock, 5
19387, python-debian, 5
19388, python-all-dbg, 5
19389, python-all-dev, 5
19390, python3-diaspy, 5
19391, python-django-debug-toolbar, 5
19392, python3-django-etcd-settings, 5
19393, python3-django-imagekit, 5
19394, python3-django-pyscss, 5
19395, python-django-rosetta, 5
19396, python3-djvu-dbg, 5
19397, python3-docker, 5
19398, docutils-common, 5
19399, python-dracclient, 5
19400, python-efilter, 5
19401, python-enthoughtbase, 5
19402, python-envisage, 5
19403, python3-esmre, 5
19404, python-evdev, 5
19405, python-eventlet, 5
19406, python-evtx, 5
19407, python-fakeredis, 5
19408, python-feedvalidator, 5
19409, python-fitbit, 5
19410, python-fixtures, 5
19411, python3-flask-cors, 5
19412, python-flask-rdf, 5
19413, python-flask-sockets, 5
19414, python3-flickrapi, 5
19415, python3-fontconfig-dbg, 5
19416, python-gasp, 5
19417, python3-gear, 5
19418, python3-geoip, 5
19419, python-geoip2, 5
19420, python3-gevent, 5
19421, python3-gevent-dbg, 5
19422, python-git, 5
19423, python3-googleapi, 5
19424, python-greenlet, 5
19425, python-gwebsockets, 5
19426, python-hl7, 5
19427, python-http-parser, 5
19428, python3-httptools, 5
19429, python-hypothesis, 5
19430, python3-instagram, 5
19431, python-invoke, 5
19432, python-jellyfish, 5
19433, python3-josepy, 5
19434, python3-k8sclient, 5
19435, python-kafka, 5
19436, python-kafka-doc, 5
19437, python-keyring, 5
19438, python3-keyutils, 5
19439, python-krbv, 5
19440, python3-ldap-dbg, 5
19441, python-lesscpy, 5
19442, python3-levenshtein, 5
19443, python3-libdiscid, 5
19444, python3-libdiscid-dbg, 5
19445, python3-libtrace, 5
19446, python3-line-profiler, 5
19447, python3-lupa, 5
19448, python-lxc, 5
19449, python3-lz4, 5
19450, python3-lzo, 5
19451, python-markdown, 5
19452, python-markdown-doc, 5
19453, python3-matplotlib-venn, 5
19454, python3-maxminddb, 5
19455, python3-mechanicalsoup, 5
19456, python3-meshio, 5
19457, python-misaka, 5
19458, python-mock, 5
19459, python-mode, 5
19460, python-mongoengine, 5
19461, python-motor, 5
19462, python-mplexporter, 5
19463, python3-ncclient, 5
19464, python-networkmanager, 5
19465, python-oauthlib, 5
19466, python-odf, 5
19467, python-ofxparse, 5
19468, python3-openstackdocstheme, 5
19469, python3-osc-placement, 5
19470, python-oslo.i18n, 5
19471, python-parse-type, 5
19472, python3-parsel, 5
19473, python-passfd, 5
19474, python3-persistent, 5
19475, python-pgspecial, 5
19476, python-posix-ipc, 5
19477, python3-prctl, 5
19478, python3-pskc, 5
19479, python-psutil, 5
19480, python-pulp, 5
19481, python3-pyalsa, 5
19482, python3-pyaudio, 5
19483, python-pygraphviz-dbg, 5
19484, python3-pygraphviz-dbg, 5
19485, python3-pylibacl-dbg, 5
19486, python-pynlpl, 5
19487, python3-pyperclip, 5
19488, python-pypm, 5
19489, python-pyramid-zcml, 5
19490, python-pysnmp4-apps, 5
19491, python-pysnmp4-mibs, 5
19492, python3-pyvcf, 5
19493, python-pyvmomi, 5
19494, python-pyxattr, 5
19495, python-pyxenstore, 5
19496, python-qrcode, 5
19497, python-qtawesome, 5
19498, python-qwt, 5
19499, python3-raccoon, 5
19500, python3-randomize, 5
19501, python-rcssmin, 5
19502, python3-readme-renderer, 5
19503, python-recaptcha, 5
19504, python-rednose, 5
19505, python-regex, 5
19506, python-releases, 5
19507, python-rencode, 5
19508, python-reportlab, 5
19509, python-reportlab-accel, 5
19510, python3-renderpm, 5
19511, python-repoze.sphinx.autointerface, 5
19512, python-rjsmin, 5
19513, python-rtslib-fb, 5
19514, python-ruamel.ordereddict, 5
19515, python-sabyenc, 5
19516, python-scandir, 5
19517, python-schedutils, 5
19518, python-scrapy-djangoitem, 5
19519, python-scruffy, 5
19520, python-scrypt, 5
19521, python3-scrypt, 5
19522, python3-secretstorage, 5
19523, python3-selenium, 5
19524, python-setproctitle, 5
19525, python-shade, 5
19526, python-signedjson, 5
19527, python3-slip-dbus, 5
19528, python3-smstrade, 5
19529, python-snuggs, 5
19530, python-socketio-client, 5
19531, python-sphinxcontrib.plantuml, 5
19532, python-gdbm-dbg, 5
19533, python-subprocess32, 5
19534, python-sure, 5
19535, python3-swiftclient, 5
19536, python3-systemd, 5
19537, python3-testing.mysqld, 5
19538, python-testing.postgresql, 5
19539, python3-thriftpy, 5
19540, python-tinycss, 5
19541, python3-tornado, 5
19542, python3-tornado4, 5
19543, python-toscawidgets, 5
19544, python-traits, 5
19545, python-traitsui, 5
19546, python3-twilio, 5
19547, python-twitter, 5
19548, python-u2flib-server, 5
19549, python-udatetime, 5
19550, python-uinput, 5
19551, python3-uinput, 5
19552, python-unshare, 5
19553, python-utmp, 5
19554, python3-virtualenv, 5
19555, python-warlock, 5
19556, python-watson-developer-cloud, 5
19557, python-werkzeug, 5
19558, python-wheezy.template, 5
19559, python-whois, 5
19560, python3-wrapt, 5
19561, python3-wsaccel, 5
19562, python-yenc, 5
19563, python-zc.customdoctests, 5
19564, python-zeroconf, 5
19565, libpython2.7-dev, 5
19566, python3-all-dbg, 5
19567, python3-all-dev, 5
19568, python3-dev, 5
19569, python3-lxc, 5
19570, libpython3.7-dev, 5
19571, python3.7-minimal, 5
19572, pythontracer, 5
19573, python3-pytools, 5
19574, python3-trollsched, 5
19575, python-pyvisa, 5
19576, python3-pywt, 5
19577, python3-yaml, 5
19578, python3-zmq, 5
19579, python3-zmq-dbg, 5
19580, libqbsqtprofilesetup1.12, 5
19581, qca-qt5-2-utils, 5
19582, qca2-utils, 5
19583, qconf, 5
19584, libqdbm-perl, 5
19585, libxqdbm3c2, 5
19586, libqdjango-db0, 5
19587, libqdjango-http0, 5
19588, libqhttpengine0, 5
19589, libqimageblitz-dev, 5
19590, libqmath3d1, 5
19591, libqpdf21, 5
19592, pxfw, 5
19593, python-qrtools, 5
19594, qrouter, 5
19595, libqtassistantclient4, 5
19596, libqt5glib-2.0-0, 5
19597, libqt4-opengl-dev, 5
19598, libqt4-script, 5
19599, libqt4-xmlpatterns, 5
19600, python-qt4reactor, 5
19601, libqt5dbus5, 5
19602, libqt5test5, 5
19603, libqt5widgets5, 5
19604, libqt5charts5, 5
19605, libqt5bluetooth5, 5
19606, qml-module-qtbluetooth, 5
19607, qml-module-qtnfc, 5
19608, libdbusextended-qt5-1, 5
19609, qml-module-qtqml-models2, 5
19610, qml-module-qtqml-statemachine, 5
19611, libqtexengine1, 5
19612, libqt5positioning5-plugins, 5
19613, qtpositioning5-dev, 5
19614, libqt5networkauth5, 5
19615, libqt5script5, 5
19616, libqt5sensors5, 5
19617, qml-module-qtsensors, 5
19618, libqt5serialport5, 5
19619, qtspeech5-speechd-plugin, 5
19620, qdoc-qt5, 5
19621, qttools5-dev, 5
19622, libqt5webchannel5, 5
19623, qml-module-qtwebchannel, 5
19624, libqt5websockets5, 5
19625, qtxmlpatterns5-dev-tools, 5
19626, quelcom, 5
19627, quickcal, 5
19628, python-quixote, 5
19629, r-bioc-annotationfilter, 5
19630, r-bioc-biobase, 5
19631, r-bioc-dnacopy, 5
19632, r-bioc-impute, 5
19633, r-bioc-keggrest, 5
19634, r-bioc-qvalue, 5
19635, r-cran-askpass, 5
19636, r-cran-biasedurn, 5
19637, r-cran-boolnet, 5
19638, r-cran-crayon, 5
19639, r-cran-deldir, 5
19640, r-cran-diagnosismed, 5
19641, r-cran-dimred, 5
19642, r-cran-domc, 5
19643, r-cran-drr, 5
19644, r-cran-dynlm, 5
19645, r-cran-fail, 5
19646, r-cran-fitbitscraper, 5
19647, r-cran-flashclust, 5
19648, r-cran-flexmix, 5
19649, r-cran-fnn, 5
19650, r-cran-forcats, 5
19651, r-cran-future, 5
19652, r-cran-geepack, 5
19653, r-cran-gh, 5
19654, r-cran-gower, 5
19655, r-cran-gsl, 5
19656, r-cran-haplo.stats, 5
19657, r-cran-hdf5, 5
19658, r-cran-highr, 5
19659, r-cran-htmlwidgets, 5
19660, r-cran-hypergeo, 5
19661, r-cran-int64, 5
19662, r-cran-iso, 5
19663, r-cran-jsonld, 5
19664, r-cran-jsonlite, 5
19665, r-cran-lambda.r, 5
19666, r-cran-leaps, 5
19667, r-cran-matchit, 5
19668, r-cran-maxlik, 5
19669, r-cran-mlmrev, 5
19670, r-cran-nnls, 5
19671, r-cran-optparse, 5
19672, r-cran-pbivnorm, 5
19673, r-cran-pheatmap, 5
19674, r-cran-pki, 5
19675, r-cran-png, 5
19676, r-cran-polyclip, 5
19677, r-cran-popepi, 5
19678, r-cran-prettyunits, 5
19679, r-cran-processx, 5
19680, r-cran-qap, 5
19681, r-cran-randomforest, 5
19682, r-cran-rcarb, 5
19683, r-cran-rcurl, 5
19684, r-cran-readmzxmldata, 5
19685, r-cran-redland, 5
19686, r-cran-relsurv, 5
19687, r-cran-rneos, 5
19688, r-cran-rngtools, 5
19689, r-cran-rsdmx, 5
19690, r-cran-scatterd3, 5
19691, r-cran-shinydashboard, 5
19692, r-cran-sp, 5
19693, r-cran-sparsem, 5
19694, r-cran-statmod, 5
19695, r-cran-stringi, 5
19696, r-cran-vgam, 5
19697, r-cran-viridis, 5
19698, r-cran-waveslim, 5
19699, r-cran-wikipedir, 5
19700, r-cran-xml, 5
19701, r-other-amsmercury, 5
19702, r-other-iwrlars, 5
19703, r-other-mott-happy.hbrem, 5
19704, libradare2-dev, 5
19705, radsecproxy, 5
19706, ruby-activerecord, 5
19707, rainbows, 5
19708, ramond, 5
19709, rapmap, 5
19710, libraptor2-0, 5
19711, rcconf, 5
19712, python3-rdflib, 5
19713, postgresql-11-rdkit, 5
19714, libibverbs1, 5
19715, rdp-classifier, 5
19716, rdp-readseq, 5
19717, php-react-promise-stream, 5
19718, php-react-promise-timer, 5
19719, php-react-stream, 5
19720, python-reclass, 5
19721, python-recommonmark, 5
19722, python-recommonmark-doc, 5
19723, recutils, 5
19724, librdf-storage-virtuoso, 5
19725, librdf0, 5
19726, redland-utils, 5
19727, ruby-librdf, 5
19728, regina-normal-dev, 5
19729, python3-relatorio, 5
19730, relion-bin, 5
19731, ruby-remctl, 5
19732, python3-reprounzip, 5
19733, rt4-db-mysql, 5
19734, rt4-fcgi, 5
19735, resolvconf, 5
19736, resource-agents-paf, 5
19737, revolt, 5
19738, rfdump, 5
19739, python-rfoo, 5
19740, r-cran-rglpk, 5
19741, rhash, 5
19742, rhinote, 5
19743, rhythmbox-plugin-alternative-toolbar, 5
19744, python-ricky, 5
19745, python3-ripe-atlas-cousteau, 5
19746, python3-ripe-atlas-sagan, 5
19747, rlwrap, 5
19748, rmagic, 5
19749, r-cran-rmpi, 5
19750, rna-star, 5
19751, rng-tools-debian, 5
19752, libroar2, 5
19753, robotfindskitten, 5
19754, python-rope, 5
19755, python-ropemacs, 5
19756, python3-actionlib, 5
19757, python-bondpy, 5
19758, python3-catkin-lint, 5
19759, python3-catkin-pkg, 5
19760, python-nav-msgs, 5
19761, python-dynamic-reconfigure, 5
19762, libtf2-kdl-dev, 5
19763, python-tf2-msgs, 5
19764, python-tf2-sensor-msgs, 5
19765, python3-tf2-kdl, 5
19766, python-laser-geometry, 5
19767, ros-base-lisp-dev, 5
19768, ros-desktop-dev, 5
19769, ros-simulators-dev, 5
19770, ros-viz-dev, 5
19771, python-qt-binding, 5
19772, libresource-retriever-dev, 5
19773, librobot-state-publisher-dev, 5
19774, python-roscreate, 5
19775, libtopic-tools-dev, 5
19776, python-rosmaster, 5
19777, python-rostest, 5
19778, python3-rosservice, 5
19779, python3-rosdep2, 5
19780, python3-rosdistro, 5
19781, python3-image-geometry, 5
19782, roundcube-mysql, 5
19783, python3-routes, 5
19784, librplay3-dev, 5
19785, debugedit, 5
19786, rpm-common, 5
19787, rpm2cpio, 5
19788, rr, 5
19789, r-cran-rsprng, 5
19790, rss2irc, 5
19791, rsyslog-mongodb, 5
19792, node-rtcninja, 5
19793, librtmp-dev, 5
19794, python-ruamel.yaml, 5
19795, librubberband2, 5
19796, ruby-activemodel-serializers-xml, 5
19797, ruby-activerecord-import, 5
19798, ruby-acts-as-api, 5
19799, ruby-atomic, 5
19800, ruby-autoprefixer-rails, 5
19801, ruby-aws, 5
19802, ruby-aws-sdk, 5
19803, ruby-axiom-types, 5
19804, ruby-bcrypt, 5
19805, ruby-bcrypt-pbkdf, 5
19806, ruby-bert, 5
19807, ruby-bindex, 5
19808, ruby-blade-sauce-labs-plugin, 5
19809, ruby-bogus, 5
19810, ruby-bson, 5
19811, ruby-character-set, 5
19812, ruby-chromedriver-helper, 5
19813, ruby-combustion, 5
19814, ruby-debug-inspector, 5
19815, ruby-delayed-job, 5
19816, ruby-devise-lastseenable, 5
19817, ruby-ed25519, 5
19818, ruby-enumerize, 5
19819, ruby-escape-utils, 5
19820, ruby-ethon, 5
19821, ruby-exception-notification, 5
19822, ruby-fast-blank, 5
19823, ruby-fast-stemmer, 5
19824, ruby-fast-xs, 5
19825, ruby-filesystem, 5
19826, ruby-fog-openstack, 5
19827, ruby-fog-profitbricks, 5
19828, ruby-font-awesome-rails, 5
19829, ruby-gettext-setup, 5
19830, ruby-github-markdown, 5
19831, ruby-gitlab-flowdock-git-hook, 5
19832, ruby-atk, 5
19833, ruby-clutter-gdk, 5
19834, ruby-gdk-pixbuf2, 5
19835, ruby-webkit2-gtk, 5
19836, ruby-god, 5
19837, ruby-grape-path-helpers, 5
19838, ruby-gruff, 5
19839, ruby-hitimes, 5
19840, ruby-html-pipeline, 5
19841, ruby-i18n-inflector-rails, 5
19842, ruby-jira, 5
19843, ruby-js-regex, 5
19844, ruby-json, 5
19845, ruby-json-jwt, 5
19846, ruby-kgio, 5
19847, ruby-kubeclient, 5
19848, ruby-levenshtein, 5
19849, ruby-metriks, 5
19850, ruby-mini-magick, 5
19851, ruby-mmap2, 5
19852, ruby-msgpack, 5
19853, ruby-narray, 5
19854, ruby-neovim, 5
19855, ruby-nio4r, 5
19856, ruby-oj, 5
19857, ruby-omniauth-azure-oauth2, 5
19858, ruby-omniauth-bitbucket, 5
19859, ruby-omniauth-cas3, 5
19860, ruby-omniauth-crowd, 5
19861, ruby-omniauth-google-oauth2, 5
19862, ruby-origin, 5
19863, ruby-ox, 5
19864, ruby-peek-redis, 5
19865, ruby-pluggaloid, 5
19866, ruby-poltergeist, 5
19867, ruby-posix-spawn, 5
19868, ruby-prawn-svg, 5
19869, ruby-prometheus-client-mmap, 5
19870, ruby-rack-openid, 5
19871, ruby-rails-dom-testing, 5
19872, ruby-rails-timeago, 5
19873, ruby-rails-tokeninput, 5
19874, ruby-raindrops, 5
19875, ruby-rblineprof, 5
19876, ruby-rbnacl, 5
19877, ruby-rbvmomi, 5
19878, ruby-redcarpet, 5
19879, ruby-redcloth, 5
19880, ruby-redis-actionpack, 5
19881, ruby-regexp-property-values, 5
19882, ruby-representable, 5
19883, ruby-riemann-client, 5
19884, ruby-rinku, 5
19885, ruby-roadie-rails, 5
19886, ruby-roo, 5
19887, ruby-roxml, 5
19888, ruby-rpatricia, 5
19889, ruby-rspec-pending-for, 5
19890, ruby-sanitize, 5
19891, ruby-serialport, 5
